Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000455125,0.000455125,0,Electricity Baseboard,3766,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,500-749,0-1499,Heated Basement,1,"Brick, Medium/Dark",Brick,"Brick, Brick, Medium/Dark",Electricity,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,20 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, Uninsulated",100% CFL,EF 10.5,"EF 12, National Average",None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1940s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,177.612523,633,Electric,Propane,Hour2,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",72F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,60F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,0,316.5,633,417.5,3.5,2099.108909,5385.510628,0,353.86,7.16,18.38,50,40-50,594.06,638.02,594.06,71.29,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00125291,0.00125291,0,Electricity Baseboard,3766,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,500-749,0-1499,Heated Basement,1,"Brick, Medium/Dark",Brick,"Brick, Brick, Medium/Dark",Electricity,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,20 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, Uninsulated",100% CFL,EF 10.5,"EF 12, National Average",None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,1940s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,64.51848973,633,Electric,Propane,Hour2,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",72F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,60F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,0,316.5,633,417.5,3.5,2099.108909,5385.510628,0,353.86,7.16,18.38,50,40-50,594.06,638.02,594.06,71.29,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000689167,0,0.000689167,Natural Gas Fuel Wall/Floor Furnace,3998,heating,fossil,2,None,3 or 4 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,Unvented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,15 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1980s,1980-99,Natural Gas Standard,Natural Gas,Shared DHW,"Single, Clear, Non-metal",owner_occupied,55.96589002,853,Electric,Electric,Hour19,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",60F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,None,2 ft,None,Middle,None,Bottom,3,None,Multi-Family & Single-Family Attached,None,1,70F,Yes,6F,Day and Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Wall/Floor Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,0.96,None,None,Hour12,33,"EF 17.6, 100% Usage","CO, 00812",Wood Shingles,Stochastic,None,1,Medium,F12 B12 L12 R12,20,0,0,853,2508.17,4.17,1369.601651,3947.715942,0,853,4.67,13.47,30,20-30,348.3,348.3,174.15,41.8,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002292447,0,0.002292447,Natural Gas Fuel Wall/Floor Furnace,3998,heating,fossil,2,None,3 or 4 Unit,Multifamily with 2-4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,Unvented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,No,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,15 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1980s,1980-99,Natural Gas Standard,Natural Gas,Shared DHW,"Single, Clear, Non-metal",renter_occupied,186.1651227,853,Electric,Electric,Hour19,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",60F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,None,2 ft,None,Middle,None,Bottom,3,None,Multi-Family & Single-Family Attached,None,1,70F,Yes,6F,Day and Night -1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Wall/Floor Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,Southeast,None,1,0.96,None,None,Hour12,33,"EF 17.6, 100% Usage","CO, 00812",Wood Shingles,Stochastic,None,1,Medium,F12 B12 L12 R12,20,0,0,853,2508.17,4.17,1369.601651,3947.715942,0,853,4.67,13.47,30,20-30,348.3,348.3,174.15,41.8,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00802023,0.000279382,0.007740848,Natural Gas Fuel Furnace,4991,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,"EF 12, National Average",None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Non-metal",owner_occupied,195.1329818,1220,Gas,Electric,Hour18,None,Standard Efficiency,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,65F,Yes,3F,Day and Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,1,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,406.67,1220,4761.84,2.5,4107.336341,10882.85069,0,454.67,14.01,37.13,40,40-50,1346.76,1403.24,673.38,121.21,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001931693,6.73E-05,0.001864393,Natural Gas Fuel Furnace,4991,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,"EF 12, National Average",None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Non-metal",renter_occupied,46.99803088,1220,Gas,Electric,Hour18,None,Standard Efficiency,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,No,0F,None,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,65F,Yes,3F,Day and Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,1,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,406.67,1220,4761.84,2.5,4107.336341,10882.85069,0,454.67,14.01,37.13,40,40-50,1346.76,1403.24,673.38,121.21,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004347351,0.004347351,0,Electricity Baseboard,5274,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,None,No AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,10 ACH50,R-30,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,195.1329818,1220,Electric,Electric,Hour5,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,Yes,2F,Day Setup -1h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,72F,Yes,12F,Day +4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F6 B6 L6 R6,20,0,1220,1220,3640.67,37,0,6857.082226,0,1364,0,23.4,50,40-50,1166.33,1335.78,0,69.98,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001047065,0.001047065,0,Electricity Baseboard,5274,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,None,No AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,10 ACH50,R-30,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Double, Clear, Non-metal, Air",renter_occupied,46.99803088,1220,Electric,Electric,Hour5,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",72F,Yes,2F,Day Setup -1h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,72F,Yes,12F,Day +4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour17,33,"EF 17.6, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F6 B6 L6 R6,20,0,1220,1220,3640.67,37,0,6857.082226,0,1364,0,23.4,50,40-50,1166.33,1335.78,0,69.98,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000735835,6.77E-05,0.000668135,Natural Gas Fuel Furnace,5610,heating,fossil,2,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,0-499,0-1499,Slab,3,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-19,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,<1940,<1940,Natural Gas Premium,Natural Gas,WH in unit,"Single, Clear, Non-metal",renter_occupied,76.4110304,317,Electric,Gas,Hour7,None,"Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",60F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,None,Middle,None,None,36,Multi-Family & Single-Family Attached,None,3,55F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,North,None,1,0.79,None,No,Hour11,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,99.85,105.67,317,4456.67,0,0,3757.238481,0,118.14,0,12.82,30,20-30,367.77,367.77,0,33.1,4
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001480249,3.12E-05,0.001449049,Natural Gas Fuel Furnace,5610,heating,fossil,2,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,0-499,0-1499,Slab,3,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-19,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,<1940,<1940,Natural Gas Premium,Natural Gas,WH in unit,"Single, Clear, Non-metal",owner_occupied,165.7199823,317,Electric,Gas,Hour7,None,"Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",60F,No,0F,None,Not Applicable,None,None,20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,None,Middle,None,None,36,Multi-Family & Single-Family Attached,None,3,55F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,North,None,1,0.79,None,No,Hour11,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,99.85,105.67,317,4456.67,0,0,3757.238481,0,118.14,0,12.82,30,20-30,367.77,367.77,0,33.1,8
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000200538,0.000200538,0,Electricity ASHP,5812,heating,fossil,2,None,50 or more Unit,"Multifamily with 5+ units, 8+ stories",Multi-Family with 5+ Units,1000-1499,0-1499,Unheated Basement,13,"Stucco, Light",Wood Frame,"Wood Frame, Stucco, Light",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,8 ACH50,None,Ceiling R-13,Uninsulated,"Finished, R-38",None,"Wood Stud, R-15",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,28.83021784,1138,Electric,Electric,Hour3,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"20% Leakage, R-6",2 ft,None,Left,None,Middle,183,None,Multi-Family & Single-Family Attached,None,,62F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Southeast,None,1,1.05,None,None,Hour23,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,0,26.17,7501.733797,7501.733797,4187.515286,0,25.6,25.6,30,20-30,563.23,603.23,0,168.97,1
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001483681,0.001483681,0,Electricity ASHP,5812,heating,fossil,2,None,50 or more Unit,"Multifamily with 5+ units, 8+ stories",Multi-Family with 5+ Units,1000-1499,0-1499,Unheated Basement,13,"Stucco, Light",Wood Frame,"Wood Frame, Stucco, Light",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,8 ACH50,None,Ceiling R-13,Uninsulated,"Finished, R-38",None,"Wood Stud, R-15",100% Incandescent,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,213.3007949,1138,Electric,Electric,Hour3,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"20% Leakage, R-6",2 ft,None,Left,None,Middle,183,None,Multi-Family & Single-Family Attached,None,,62F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",4,Southeast,None,1,1.05,None,None,Hour23,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F30 B30 L30 R30,20,0,0,1138,0,26.17,7501.733797,7501.733797,4187.515286,0,25.6,25.6,30,20-30,563.23,603.23,0,168.97,11
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.01024705,0.000368228,0.009878822,Natural Gas Fuel Furnace,6243,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,25 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,195.1329818,1220,Electric,Electric,Hour14,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,Yes,2F,Night Setback +3h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,75F,Yes,12F,Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northeast,None,1,0.91,None,No,Hour21,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,610,1220,11230.84,163.16,0,8981.564289,0,682,0,30.65,30,20-30,824.72,909.44,824.72,74.22,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002468027,8.87E-05,0.002379327,Natural Gas Fuel Furnace,6243,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Heated Basement,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,25 ACH50,R-49,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,46.99803088,1220,Electric,Electric,Hour14,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",75F,Yes,2F,Night Setback +3h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,75F,Yes,12F,Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northeast,None,1,0.91,None,No,Hour21,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,610,1220,11230.84,163.16,0,8981.564289,0,682,0,30.65,30,20-30,824.72,909.44,824.72,74.22,2
