Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.04.15 16:33
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+elecres+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,3.03,0.84,1.51
,Net Site Energy,3.03,0.84,1.51
,Total Source Energy,9.61,2.65,4.79
,Net Source Energy,9.61,2.65,4.79


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3623.35
,Net Conditioned Building Area,2007.43
,Unconditioned Building Area,1615.91


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,53,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT3_FRONTROW_MIDDLEFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,54,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT3_FRONTROW_MIDDLEFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.17461
,55,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_BACKROW_MIDDLEFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,56,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_BACKROW_MIDDLEFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,57,Fan:OnOff,OASUPPLYFAN_UNIT1_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,58,Fan:OnOff,OAEXHAUSTFAN_UNIT1_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,59,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1_BACKROW_MIDDLEFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,60,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1_BACKROW_MIDDLEFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.22647
,61,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_BACKROW_MIDDLEFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,62,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_BACKROW_MIDDLEFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,63,Fan:OnOff,OASUPPLYFAN_UNIT2_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,64,Fan:OnOff,OAEXHAUSTFAN_UNIT2_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,65,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT2_BACKROW_MIDDLEFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,66,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT2_BACKROW_MIDDLEFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.10195
,67,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_BACKROW_MIDDLEFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,68,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_BACKROW_MIDDLEFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,69,Fan:OnOff,OASUPPLYFAN_UNIT3_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,70,Fan:OnOff,OAEXHAUSTFAN_UNIT3_BACKROW_MIDDLEFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,71,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT3_BACKROW_MIDDLEFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,72,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT3_BACKROW_MIDDLEFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.16756
,73,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_BACKROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,74,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_BACKROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,75,Fan:OnOff,OASUPPLYFAN_UNIT3_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,76,Fan:OnOff,OAEXHAUSTFAN_UNIT3_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,77,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT3_BACKROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,78,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT3_BACKROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.16766
,79,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_FRONTROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,80,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT3_FRONTROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,81,Fan:OnOff,OASUPPLYFAN_UNIT3_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,82,Fan:OnOff,OAEXHAUSTFAN_UNIT3_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,83,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT3_FRONTROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,84,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT3_FRONTROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.17433
,85,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_FRONTROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,86,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_FRONTROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,87,Fan:OnOff,OASUPPLYFAN_UNIT1_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,88,Fan:OnOff,OAEXHAUSTFAN_UNIT1_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,89,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1_FRONTROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,90,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1_FRONTROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.24263
,91,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_BACKROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,92,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_BACKROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,93,Fan:OnOff,OASUPPLYFAN_UNIT2_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,94,Fan:OnOff,OAEXHAUSTFAN_UNIT2_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,95,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT2_BACKROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,96,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT2_BACKROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.11858
,97,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_FRONTROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,98,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT2_FRONTROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,99,Fan:OnOff,OASUPPLYFAN_UNIT2_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,100,Fan:OnOff,OAEXHAUSTFAN_UNIT2_FRONTROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,101,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT2_FRONTROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,102,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT2_FRONTROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.11531
,103,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_BACKROW_TOPFLOOR,User-Specified Supply Air Flow Rate [m3/s],2.12376E-002
,104,ZoneHVAC:EnergyRecoveryVentilator,ERV_UNIT1_BACKROW_TOPFLOOR,User-Specified Exhaust Air Flow Rate [m3/s],2.12376E-002
,105,Fan:OnOff,OASUPPLYFAN_UNIT1_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,106,Fan:OnOff,OAEXHAUSTFAN_UNIT1_BACKROW_TOPFLOOR,User-Specified Maximum Flow Rate [m3/s],2.12376E-002
,107,HeatExchanger:AirToAir:SensibleAndLatent,OA_HEAT_RECOVERY_UNIT1_BACKROW_TOPFLOOR,User-Specified Nominal Supply Air Flow Rate [m3/s],2.12376E-002
,108,AirTerminal:SingleDuct:ConstantVolume:NoReheat,ZONEDIRECTAIR_UNIT1_BACKROW_TOPFLOOR,Design Size Maximum Air Flow Rate [m3/s],0.24173
,109,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.23671
,110,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.23671
,111,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.23671
,112,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.23671
,113,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.23671
,114,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.23671
,115,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,116,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,117,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.10280
,118,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.10280
,119,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.10280
,120,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.10280
,121,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.10280
,122,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.10280
,123,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,124,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,125,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.17063
,126,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.17063
,127,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.17063
,128,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.17063
,129,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.17063
,130,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.17063
,131,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,132,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,133,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.22978
,134,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.22978
,135,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.22978
,136,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.22978
,137,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.22978
,138,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.22978
,139,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,140,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,141,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.10248
,142,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.10248
,143,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.10248
,144,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.10248
,145,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.10248
,146,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.10248
,147,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,148,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,149,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.16477
,150,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.16477
,151,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.16477
,152,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.16477
,153,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.16477
,154,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.16477
,155,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,User Heating Air Flow Ratio [],1.00000
,156,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,157,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.23337
,158,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.23337
,159,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.23337
,160,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.23337
,161,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.23337
,162,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.23337
,163,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,User Heating Air Flow Ratio [],1.00000
,164,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,165,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.10334
,166,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.10334
,167,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.10334
,168,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.10334
,169,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.10334
,170,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.10334
,171,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,User Heating Air Flow Ratio [],1.00000
,172,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,173,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.17461
,174,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.17461
,175,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.17461
,176,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.17461
,177,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.17461
,178,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.17461
,179,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,User Heating Air Flow Ratio [],1.00000
,180,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,181,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.22647
,182,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.22647
,183,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.22647
,184,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.22647
,185,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.22647
,186,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.22647
,187,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,User Heating Air Flow Ratio [],1.00000
,188,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,189,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.10195
,190,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.10195
,191,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.10195
,192,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.10195
,193,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Adjusted Cooling Design Air Flow Rate [m3/s],0.10195
,194,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Adjusted Main Design Air Flow Rate [m3/s],0.10195
,195,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,User Heating Air Flow Ratio [],1.00000
,196,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,Calculated Heating Air Flow Ratio [],1.00000
,197,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],0.16756
,198,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Minimum Heating Flow Rates [m3/s],0.16756
,199,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Sum of Air Terminal Maximum Flow Rates [m3/s],0.16756
,200,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,Adjusted Heating Design Air Flow Rate [m3/s],0.16756
